MM,MM_ReasonForExclusion,CRJ_after_cleaning,CRJ,CRJ_ReasonForExlcusion,Consensus,Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
No,Not about Sepsis Prediction,No,No,Out of scope: Not sepsis onset related,1,1,"HF Dean, F Carter, NK Francis","Modern perioperative medicine–past, present, and future",2019,Innovative Surgical Sciences,degruyter.com,https://www.degruyter.com/view/journals/iss/4/4/article-p123.xml,"https://scholar.google.com/scholar?cites=15586256584594744097&as_sdt=2005&sciodt=0,5&hl=en",230,2020-07-21 11:39:01,HTML,,,1,1,0,3,1,Jump to Content Jump to Main Navigation Publications. Subjects. Architecture and Design Arts Asian and Pacific Studies Business and Economics Chemistry Classical and Ancient Near Eastern Studies Computer Sciences Cultural …
Yes,,Yes,Yes,,1,65,"HJ Kam, HY Kim",Learning representations for the early detection of sepsis with deep neural networks,2017,Computers in biology and medicine,Elsevier,https://www.sciencedirect.com/science/article/pii/S0010482517302743,"https://scholar.google.com/scholar?cites=10597085219534390668&as_sdt=2005&sciodt=0,5&hl=en",255,2020-07-21 11:39:01,HTML,,,65,21.67,33,2,3,"… two objectives: (1) to judge whether it is possible to replace the feature extraction steps in the existing regression and machine learning methods, which … In the reference paper [17], the sepsis detection time was based on the timing of the onset of SIRS conditions according to the …"
No,Out of scope: Not ICU,No,No,Out of scope: Non-ICU populations,1,18,"HM Giannini, JC Ginestra, C Chivers…","A machine learning algorithm to predict severe sepsis and septic shock: development, implementation, and impact on clinical practice",2019,Read Online: Critical …,journals.lww.com,https://journals.lww.com/ccmjournal/FullText/2019/11000/A_Machine_Learning_Algorithm_to_Predict_Severe.2.aspx,"https://scholar.google.com/scholar?cites=2113438442351803151&as_sdt=2005&sciodt=0,5&hl=en",29,2020-07-21 11:39:01,,,,18,18,5,4,1,Objectives: Develop and implement a machine learning algorithm to predict severe sepsis and septic.
No,Not about Sepsis Prediction,No,No,Out of scope: Not sepsis onset related,1,1,"HM Linge, K Ochani, K Lin, EJ Miller",Age-associated changes in the inflammatory response to Gram-positive challenge of the lung,2010,Critical Care,ccforum.biomedcentral.com,https://ccforum.biomedcentral.com/articles/10.1186/cc9111,"https://scholar.google.com/scholar?cites=6625155964216536825&as_sdt=2005&sciodt=0,5&hl=en",545,2020-07-21 11:39:01,,,,1,0.1,0,4,10,"… A LogitBoost algorithm was used to create a machine-learning diagnostic rule in which to predict sepsis outcomes … Using subsets of these biomarkers in the MT-PCR assay, the ROC AUC for sepsis prediction was between 85 and 90 …"
No,Not about Sepsis Prediction,No,No,Out of scope: Not sepsis onset related,1,23,"HS Chase, LR Mitrani, GG Lu…",Early recognition of multiple sclerosis using natural language processing of the electronic health record,2017,BMC medical …,bmcmedinformdecismak …,https://bmcmedinformdecismak.biomedcentral.com/articles/10.1186/s12911-017-0418-4,"https://scholar.google.com/scholar?cites=11703465616116050019&as_sdt=2005&sciodt=0,5&hl=en",592,2020-07-21 11:39:01,HTML,,,23,7.67,6,4,3,Diagnostic accuracy might be improved by algorithms that searched patients' clinical notes in the electronic health record (EHR) for signs and symptoms of diseases such as multiple sclerosis (MS). The focus this study was to determine if patients with MS could be identified from …
No,Not about Sepsis Prediction,No,No,Out of scope: Not sepsis onset related,1,0,"HS Chuang, WH Wang, CS Chen",Worms on a Chip,2019,… of Microfluidic Systems in Biology and …,Springer,https://link.springer.com/chapter/10.1007/978-981-13-6229-3_6,,665,2020-07-21 11:39:01,,,,0,0,0,3,1,"… In addition, their fast reproduction and easy maintenance provide a great statistical basis over other model animals. As compared with artificial intelligence, the natural-born primitive organism remains to outperform human technology in all aspects …"
No,Preprint,No,No,Preprint,1,0,HS Haider,CMPUT 690 Project: Predicting the Onset of Sepsis,,haiderstats.com,,https://haiderstats.com/assets/Haider_CMPUT690FinalReport.pdf,,254,2020-07-21 11:39:01,PDF,,,0,0,0,1,,… is commonly used as the threshold for diagnosis and as such we use SIRS ≥ 2 to de- lineate a positive sepsis prediction … A computational approach to early sepsis detection … Using statistical and machine learning meth- ods to evaluate the prognostic accuracy of sirs and qsofa …
No,Preprint,No,No,Preprint,1,0,"I Adjerid, M Ayvaci, Ö Özer",Saving Lives With Algorithm-Enabled Process Innovation for Sepsis Care,2019,Available at SSRN 3456870,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3456870,,413,2020-07-21 11:39:01,,,,0,0,0,3,1,Page 1. Saving Lives With Algorithm-Enabled Process Innovation for Sepsis Care Idris Adjerid † Mehmet US Ayvaci ‡ ¨Ozalp¨Ozer‡ iadjerid@vt.edu mehmet.ayvaci@ utdallas.edu oozer@utdallas.edu †Pamplin College of Business …
No,Out of scope: Not about Sepsis Onset Prediction,No,No,Out of scope: Not sepsis onset related,1,8,"I Castellanos, S Kraus, D Toddenroth…",Using Arden Syntax Medical Logic Modules to reduce overutilization of laboratory tests for detection of bacterial infections—Success or failure?,2018,Artificial intelligence in …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0933365715001220,"https://scholar.google.com/scholar?cites=9675941435170598123&as_sdt=2005&sciodt=0,5&hl=en",201,2020-07-21 11:39:01,HTML,,,8,4,2,4,2,"… Volume 92, November 2018, Pages 43-50. Artificial Intelligence in Medicine … leucocytosis or C-reactive protein levels (CRP) to recognize the accompanying inflammatory response, however today the biomarker procalcitonin (PCT) is increasingly used for sepsis detection in ICU …"
No,Preprint,No,No,Preprint,1,0,"I Chung, S Kim, J Lee, KJ Kim, SJ Hwang…",Deep Mixed Effect Model using Gaussian Processes: A Personalized and Reliable Prediction for Healthcare,2018,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/1806.01551,,178,2020-07-21 11:39:01,,,,0,0,0,6,2,"… collection of diverse clinical records of patients, has encouraged machine learning researchers to … 2016b), sepsis prediction (Futoma, Hari- haran, and Heller 2017), and physiological time … Copyright c 2020, Association for the Advancement of Artificial Intelligence (www.aaai.org …"
No,Duplicate,No,No,Duplicate,1,2,"I Chung, S Kim, J Lee, SJ Hwang, E Yang",Mixed effect composite RNN-GP: A personalized and reliable prediction model for healthcare,2018,"Preprint at, https://arxiv. org/abs …",,,"https://scholar.google.com/scholar?cites=12464712980877464352&as_sdt=2005&sciodt=0,5&hl=en",227,2020-07-21 11:39:01,CITATION,,,2,1,0,5,2,
No,Duplicate,No,No,Duplicate,1,0,"I Chung, S Kim, KJ Kim…",Deep Mixed Effect Models using Gaussian Process: A Personalized and Reliable Prediction Model for Healthcare,2020,… Artificial Intelligence,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/8f87/0a72fd635954823c35c119b9de10336a29a5.pdf,,342,2020-07-21 11:39:01,PDF,,,0,0,0,4,1,"… While rendered difficult in the past, nowadays it is becoming increas- ingly realizable due to the advances in data-driven approaches such as machine learning. Especially, recent widespread use of Electronic Health Record …"
No,Pediatric,No,No,Neonatal population,1,0,"I Güzey, O Uçar",Smart Newborn: A Tool for Early Prediction of a Severe Preterm Newborn Illness,2019,,imisc.figshare.com,https://imisc.figshare.com/articles/Smart_Newborn_A_Tool_for_Early_Prediction_of_a_Severe_Preterm_Newborn_Illness/7581968,,196,2020-07-21 11:39:01,,,,0,0,0,2,1,"… complete recovery. To study on sepsis prediction, we developed a medical informatics system … predictive algorithms, our studies on derivatives of alternative non-invasive vital signs and advanced machine learning algorithms are ongoing. References Page 6 …"
No,Pediatric,No,No,Neonatal population,1,2,"I Güzey, Ö Uçar",Machine Learning Based Non-Invasive Vital Signs Analysis for Preterm Sepsis Risk Prediction,2018,International Journal of Research in Engineering …,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3319633,"https://scholar.google.com/scholar?cites=6504453705481388550&as_sdt=2005&sciodt=0,5&hl=en",44,2020-07-21 11:39:01,,,,2,1,1,2,2,"… with predictive models with higher performance may be an opportunity for applicability and practicality of vital sign analysis based sepsis prediction for preterm … Artificial Intelligence, 97, 273-324 … Leisch, F., Dimitriadou, E., (2010): mlbench: Machine Learning Benchmark Problems …"
No,Abstract,No,No,Abstract,1,0,"I Krissaane, K Hampton, J Alshenaifi…",Anomaly Detection Semi-Supervised Framework for Sepsis Treatment,2019,2019 Computing in …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9005527/,,140,2020-07-21 11:39:01,,,,0,0,0,4,1,"… to improve the un- derstanding sepsis [3] and to improve sepsis prediction [4]. As a … Sepsis detection can be seen as an anomaly detection problem where you may think … fication methods, trained using carefully learned features based on two machine learning methods, random …"
No,Not about Sepsis Prediction,No,No,Out of scope: Sepsis treatment,1,1,"I Lorencin, B Barišić, N Anđelić…",Comparison of Edge Detectors for Urinary Bladder Cancer Diagnostic,2019,"… Technologies, IN-TECH",researchgate.net,https://www.researchgate.net/profile/Ivan_Lorencin2/publication/337195680_COMPARISON_OF_EDGE_DETECTORS_FOR_URINARY_BLADDER_CANCER_DIAGNOSTIC/links/5dcacbdc458515143506889a/COMPARISON-OF-EDGE-DETECTORS-FOR-URINARY-BLADDER-CANCER-DIAGNOSTIC.pdf,"https://scholar.google.com/scholar?cites=14567971754408054024&as_sdt=2005&sciodt=0,5&hl=en",126,2020-07-21 11:39:01,PDF,,,1,1,0,4,1,"… Medical physics, 43(4), 1882-1896. [5] Brnić, M., Čondrić, E., Blažević, S., Anđelić, N., Borović, E., & Car, Z. (2018, January). SEPSIS PREDICTION USING ARTIFICIAL INTELLIGENCE ALGORITHMS. In International Conference on Innovative Technologies, IN-TECH 2018 …"
No,Not about Sepsis Prediction,No,No,Out of scope: Marine related,1,6,"I Lorencin, N Anđelić, V Mrzljak, Z Car",Multilayer perceptron approach to condition-based maintenance of marine CODLAG propulsion system components,2019,Pomorstvo,hrcak.srce.hr,https://hrcak.srce.hr/index.php?show=clanak&id_clanak_jezik=333386,"https://scholar.google.com/scholar?cites=15017811224707027107&as_sdt=2005&sciodt=0,5&hl=en",279,2020-07-21 11:39:01,,,,6,6,2,4,1,"… Key words: Artificial intelligence CODLAG Propulsion System Components Condition-Based Maintenance Multilayer … By using data available in UCI, online machine learning repository, MLPs for … regression tasks in cancer recogni- tion [25, 26], sepsis prediction [27], recognition …"
No,Not about Sepsis Prediction,No,No,Out of scope: Power plant,1,5,"I Lorencin, Z Car, J Kudláček, V Mrzljak…",Estimation of combined cycle power plant power output using multilayer perceptron variations,2019,10th International …,bib.irb.hr,https://bib.irb.hr/datoteka/1024030.1024030.Article1-Lorencin.pdf,"https://scholar.google.com/scholar?cites=4558944524859683058&as_sdt=2005&sciodt=0,5&hl=en",122,2020-07-21 11:39:01,PDF,,,5,5,1,5,1,"… SEPSIS PREDICTION USING ARTIFICIAL INTELLIGENCE ALGORITHMS … [13] Tüfekci, P. (2014). Prediction of full load electrical power output of a base load operated combined cycle power plant using machine learning methods …"
No,"Out of scope: Interpretability Analysis, insufficient details about onset prediction",No,No,"Insufficient data, physionet challenge",1,1,"I Murugesan, K Murugesan…",Interpretation of Artificial Intelligence Algorithms in the Prediction of Sepsis,2019,2019 Computing in …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9005667/,"https://scholar.google.com/scholar?cites=13292400428036030711&as_sdt=2005&sciodt=0,5&hl=en",228,2020-07-21 11:39:01,,,,1,1,0,3,1,"… Abstract Despite the rise of Artificial Intelligence (AI) algorithms and their applications in various fields, their … Multicentre validation of a sepsis prediction algorithm using only vital sign data in the … An interpretable machine learning model for accurate prediction of sepsis in the ICU …"
No,Review,No,No,Review,1,0,"I Pepic, R Feldt, L Ljungström, R Torkar, D Dalevi…",Early Detection of Sepsis Using Artificial Intelligence: A Scoping Review Protocol,2020,,researchsquare.com,https://www.researchsquare.com/article/rs-22474/latest.pdf,,153,2020-07-21 11:39:01,PDF,,,0,0,0,6,1,"… 3 What is the accuracy of the included algorithms for sepsis detection? It should … 26. Knaus WA, Marks RD. New Phenotypes for Sepsis: The Promise and Problem of Applying Machine Learning and Artificial Intelligence in Clinical Research. JAMA …"
No,Textbook,No,No,Book,1,2,"I Rojas, F Ortuño","Bioinformatics and Biomedical Engineering: 5th International Work-Conference, IWBBIO 2017, Granada, Spain, April 26–28, 2017, Proceedings",2017,,books.google.com,https://books.google.com/books?hl=en&lr=&id=CdqfDgAAQBAJ&oi=fnd&pg=PR5&dq=%22sepsis+prediction%22%7C%22sepsis+detection%22+%22machine+learning%22%7C%22artificial+intelligence%22&ots=4etdajALDl&sig=LZYjP-xGazmbzZV8X7u7ZrZU3yQ,"https://scholar.google.com/scholar?cites=17037570042817782839&as_sdt=2005&sciodt=0,5&hl=en",656,2020-07-21 11:39:01,BOOK,,,2,0.67,1,2,3,"… and some of the most interesting ones currently stem from the fields of computational intelligence (CI) and machine learning (ML … There are useful methods of biostatistics, multivariate data analysis, and artificial intelligence, namely, neural networks, genetic algorithms, and agent …"
No,Pediatric,No,No,Neonatal population,1,29,"I Stanculescu, CKI Williams, Y Freer",A Hierarchical Switching Linear Dynamical System Applied to the Detection of Sepsis in Neonatal Condition Monitoring.,2014,UAI,homepages.inf.ed.ac.uk,https://homepages.inf.ed.ac.uk/ckiw/postscript/uai2014.pdf,"https://scholar.google.com/scholar?cites=17522090852100611914&as_sdt=2005&sciodt=0,5&hl=en",315,2020-07-21 11:39:01,PDF,,,29,4.83,10,3,6,… 3.1 NICU MONITORING AND SEPSIS DETECTION NICU babies are born several months prematurely and are intrinsically unstable … 3.2 LEARNING A SEPSIS DETECTION MODEL We now detail how the baby monitoring HSLDS is trained …
